date,start_time,asin,book_name,total_reading_minutes,image,number_of_page_flips
2021-04-17,07:40:49,B001GSTOAM,Clean Code,7,https://images.amazon.com/images/P/B001GSTOAM.jpg,45
2021-05-12,13:29:55,B001GSTOAM,Clean Code,2,https://images.amazon.com/images/P/B001GSTOAM.jpg,6
2023-03-25,11:14:26,B001GSTOAM,Clean Code,0,https://images.amazon.com/images/P/B001GSTOAM.jpg,1
2024-02-12,22:44:45,B001GSTOAM,Clean Code,1,https://images.amazon.com/images/P/B001GSTOAM.jpg,33
2024-05-09,16:09:15,B001GSTOAM,Clean Code,0,https://images.amazon.com/images/P/B001GSTOAM.jpg,1
2024-12-16,23:44:57,B001GSTOAM,Clean Code,0,https://images.amazon.com/images/P/B001GSTOAM.jpg,2
2025-01-05,23:59:48,B001GSTOAM,Clean Code,0,https://images.amazon.com/images/P/B001GSTOAM.jpg,1
2025-04-07,23:08:58,B002RI9KAE,Snow Crash,1,https://images.amazon.com/images/P/B002RI9KAE.jpg,29
2025-04-08,00:49:13,B002RI9KAE,Snow Crash,45,https://images.amazon.com/images/P/B002RI9KAE.jpg,75
2025-04-09,20:44:59,B002RI9KAE,Snow Crash,30,https://images.amazon.com/images/P/B002RI9KAE.jpg,30
2025-04-10,22:15:18,B002RI9KAE,Snow Crash,10,https://images.amazon.com/images/P/B002RI9KAE.jpg,15
2025-04-11,20:52:43,B002RI9KAE,Snow Crash,25,https://images.amazon.com/images/P/B002RI9KAE.jpg,36
2025-04-12,20:15:51,B002RI9KAE,Snow Crash,29,https://images.amazon.com/images/P/B002RI9KAE.jpg,32
2025-04-13,18:38:56,B002RI9KAE,Snow Crash,151,https://images.amazon.com/images/P/B002RI9KAE.jpg,147
2025-04-14,19:40:59,B002RI9KAE,Snow Crash,35,https://images.amazon.com/images/P/B002RI9KAE.jpg,41
2025-04-15,20:47:49,B002RI9KAE,Snow Crash,78,https://images.amazon.com/images/P/B002RI9KAE.jpg,85
2025-04-16,20:40:50,B002RI9KAE,Snow Crash,23,https://images.amazon.com/images/P/B002RI9KAE.jpg,26
2025-04-17,16:52:54,B002RI9KAE,Snow Crash,184,https://images.amazon.com/images/P/B002RI9KAE.jpg,204
2025-04-18,20:40:59,B002RI9KAE,Snow Crash,33,https://images.amazon.com/images/P/B002RI9KAE.jpg,56
2025-04-19,22:19:06,B002RI9KAE,Snow Crash,37,https://images.amazon.com/images/P/B002RI9KAE.jpg,35
2025-04-20,22:27:17,B002RI9KAE,Snow Crash,10,https://images.amazon.com/images/P/B002RI9KAE.jpg,7
2025-04-21,18:12:19,B002RI9KAE,Snow Crash,22,https://images.amazon.com/images/P/B002RI9KAE.jpg,29
2025-04-22,20:46:58,B002RI9KAE,Snow Crash,44,https://images.amazon.com/images/P/B002RI9KAE.jpg,48
2025-04-23,13:57:54,B002RI9KAE,Snow Crash,321,https://images.amazon.com/images/P/B002RI9KAE.jpg,389
2021-07-31,20:24:12,B002U3CBZM,Altered Carbon,22,https://images.amazon.com/images/P/B002U3CBZM.jpg,56
2021-08-01,01:25:39,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,1
2021-12-27,21:36:40,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,1
2021-12-28,10:31:33,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,5
2021-12-29,17:14:45,B002U3CBZM,Altered Carbon,210,https://images.amazon.com/images/P/B002U3CBZM.jpg,228
2021-12-30,23:57:32,B002U3CBZM,Altered Carbon,2,https://images.amazon.com/images/P/B002U3CBZM.jpg,9
2021-12-31,21:28:25,B002U3CBZM,Altered Carbon,49,https://images.amazon.com/images/P/B002U3CBZM.jpg,52
2022-01-01,08:27:28,B002U3CBZM,Altered Carbon,26,https://images.amazon.com/images/P/B002U3CBZM.jpg,34
2022-01-02,17:21:50,B002U3CBZM,Altered Carbon,69,https://images.amazon.com/images/P/B002U3CBZM.jpg,72
2022-01-03,05:18:53,B002U3CBZM,Altered Carbon,149,https://images.amazon.com/images/P/B002U3CBZM.jpg,170
2022-01-04,15:33:07,B002U3CBZM,Altered Carbon,30,https://images.amazon.com/images/P/B002U3CBZM.jpg,45
2022-01-05,05:28:33,B002U3CBZM,Altered Carbon,20,https://images.amazon.com/images/P/B002U3CBZM.jpg,25
2022-01-06,21:40:03,B002U3CBZM,Altered Carbon,45,https://images.amazon.com/images/P/B002U3CBZM.jpg,32
2022-01-07,05:17:46,B002U3CBZM,Altered Carbon,141,https://images.amazon.com/images/P/B002U3CBZM.jpg,104
2022-01-08,09:21:45,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,1
2022-01-09,08:20:43,B002U3CBZM,Altered Carbon,111,https://images.amazon.com/images/P/B002U3CBZM.jpg,112
2022-01-10,01:49:52,B002U3CBZM,Altered Carbon,68,https://images.amazon.com/images/P/B002U3CBZM.jpg,75
2022-01-11,06:35:35,B002U3CBZM,Altered Carbon,153,https://images.amazon.com/images/P/B002U3CBZM.jpg,56
2022-01-12,07:56:57,B002U3CBZM,Altered Carbon,221,https://images.amazon.com/images/P/B002U3CBZM.jpg,258
2022-01-13,07:53:27,B002U3CBZM,Altered Carbon,20,https://images.amazon.com/images/P/B002U3CBZM.jpg,22
2022-01-14,03:41:42,B002U3CBZM,Altered Carbon,1,https://images.amazon.com/images/P/B002U3CBZM.jpg,3
2022-01-16,06:00:14,B002U3CBZM,Altered Carbon,25,https://images.amazon.com/images/P/B002U3CBZM.jpg,38
2022-01-17,00:53:24,B002U3CBZM,Altered Carbon,14,https://images.amazon.com/images/P/B002U3CBZM.jpg,23
2022-01-18,22:50:02,B002U3CBZM,Altered Carbon,31,https://images.amazon.com/images/P/B002U3CBZM.jpg,46
2022-01-19,21:03:12,B002U3CBZM,Altered Carbon,20,https://images.amazon.com/images/P/B002U3CBZM.jpg,2
2022-01-20,21:20:17,B002U3CBZM,Altered Carbon,45,https://images.amazon.com/images/P/B002U3CBZM.jpg,64
2022-02-12,16:16:24,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,19
2022-05-10,20:54:19,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,2
2022-08-20,17:34:25,B002U3CBZM,Altered Carbon,0,https://images.amazon.com/images/P/B002U3CBZM.jpg,2
2024-09-19,22:33:01,B002VBV1HC,The Eye Of The World,4,https://images.amazon.com/images/P/B002VBV1HC.jpg,4
2024-09-20,21:25:20,B002VBV1HC,The Eye Of The World,33,https://images.amazon.com/images/P/B002VBV1HC.jpg,58
2024-09-21,20:54:48,B002VBV1HC,The Eye Of The World,43,https://images.amazon.com/images/P/B002VBV1HC.jpg,85
2024-09-22,21:42:22,B002VBV1HC,The Eye Of The World,31,https://images.amazon.com/images/P/B002VBV1HC.jpg,45
2024-09-23,17:16:28,B002VBV1HC,The Eye Of The World,24,https://images.amazon.com/images/P/B002VBV1HC.jpg,32
2024-09-24,22:59:10,B002VBV1HC,The Eye Of The World,14,https://images.amazon.com/images/P/B002VBV1HC.jpg,40
2024-09-25,18:15:41,B002VBV1HC,The Eye Of The World,40,https://images.amazon.com/images/P/B002VBV1HC.jpg,48
2024-09-27,19:54:16,B002VBV1HC,The Eye Of The World,48,https://images.amazon.com/images/P/B002VBV1HC.jpg,40
2024-09-28,20:39:42,B002VBV1HC,The Eye Of The World,63,https://images.amazon.com/images/P/B002VBV1HC.jpg,75
2024-09-29,16:58:02,B002VBV1HC,The Eye Of The World,99,https://images.amazon.com/images/P/B002VBV1HC.jpg,99
2024-09-30,19:56:02,B002VBV1HC,The Eye Of The World,56,https://images.amazon.com/images/P/B002VBV1HC.jpg,58
2024-10-02,01:04:38,B002VBV1HC,The Eye Of The World,48,https://images.amazon.com/images/P/B002VBV1HC.jpg,60
2024-10-03,19:00:12,B002VBV1HC,The Eye Of The World,14,https://images.amazon.com/images/P/B002VBV1HC.jpg,52
2024-10-05,23:08:38,B002VBV1HC,The Eye Of The World,33,https://images.amazon.com/images/P/B002VBV1HC.jpg,47
2024-10-06,21:45:45,B002VBV1HC,The Eye Of The World,36,https://images.amazon.com/images/P/B002VBV1HC.jpg,40
2024-10-07,20:42:57,B002VBV1HC,The Eye Of The World,46,https://images.amazon.com/images/P/B002VBV1HC.jpg,56
2024-10-08,20:26:26,B002VBV1HC,The Eye Of The World,97,https://images.amazon.com/images/P/B002VBV1HC.jpg,119
2024-10-09,21:53:04,B002VBV1HC,The Eye Of The World,76,https://images.amazon.com/images/P/B002VBV1HC.jpg,78
2024-10-10,18:46:33,B002VBV1HC,The Eye Of The World,125,https://images.amazon.com/images/P/B002VBV1HC.jpg,121
2024-10-11,19:58:08,B002VBV1HC,The Eye Of The World,80,https://images.amazon.com/images/P/B002VBV1HC.jpg,122
2024-10-12,16:13:01,B002VBV1HC,The Eye Of The World,56,https://images.amazon.com/images/P/B002VBV1HC.jpg,63
2024-10-13,13:27:35,B002VBV1HC,The Eye Of The World,124,https://images.amazon.com/images/P/B002VBV1HC.jpg,138
2024-10-14,20:08:38,B002VBV1HC,The Eye Of The World,104,https://images.amazon.com/images/P/B002VBV1HC.jpg,114
2024-10-15,09:15:11,B002VBV1HC,The Eye Of The World,147,https://images.amazon.com/images/P/B002VBV1HC.jpg,142
2024-10-16,06:21:22,B002VBV1HC,The Eye Of The World,83,https://images.amazon.com/images/P/B002VBV1HC.jpg,79
2024-10-17,19:50:02,B002VBV1HC,The Eye Of The World,97,https://images.amazon.com/images/P/B002VBV1HC.jpg,91
2024-10-18,17:02:19,B002VBV1HC,The Eye Of The World,68,https://images.amazon.com/images/P/B002VBV1HC.jpg,54
2024-10-19,13:24:53,B002VBV1HC,The Eye Of The World,78,https://images.amazon.com/images/P/B002VBV1HC.jpg,112
2024-10-20,22:08:39,B002VBV1HC,The Eye Of The World,31,https://images.amazon.com/images/P/B002VBV1HC.jpg,39
2024-10-21,22:29:35,B002VBV1HC,The Eye Of The World,30,https://images.amazon.com/images/P/B002VBV1HC.jpg,30
2024-10-22,20:41:16,B002VBV1HC,The Eye Of The World,77,https://images.amazon.com/images/P/B002VBV1HC.jpg,65
2024-10-23,03:07:31,B002VBV1HC,The Eye Of The World,126,https://images.amazon.com/images/P/B002VBV1HC.jpg,170
2021-05-11,17:55:19,B003GK2180,The Hitchhiker's Guide to the Galaxy,1,https://images.amazon.com/images/P/B003GK2180.jpg,2
2021-05-14,20:24:57,B003GK2180,The Hitchhiker's Guide to the Galaxy,36,https://images.amazon.com/images/P/B003GK2180.jpg,55
2021-05-15,11:51:19,B003GK2180,The Hitchhiker's Guide to the Galaxy,58,https://images.amazon.com/images/P/B003GK2180.jpg,72
2021-05-16,01:40:14,B003GK2180,The Hitchhiker's Guide to the Galaxy,57,https://images.amazon.com/images/P/B003GK2180.jpg,80
2021-05-17,06:28:44,B003GK2180,The Hitchhiker's Guide to the Galaxy,58,https://images.amazon.com/images/P/B003GK2180.jpg,89
2021-05-18,04:10:44,B003GK2180,The Hitchhiker's Guide to the Galaxy,13,https://images.amazon.com/images/P/B003GK2180.jpg,37
2021-05-20,11:46:39,B003GK2180,The Hitchhiker's Guide to the Galaxy,18,https://images.amazon.com/images/P/B003GK2180.jpg,30
2021-05-21,01:08:50,B003GK2180,The Hitchhiker's Guide to the Galaxy,55,https://images.amazon.com/images/P/B003GK2180.jpg,70
2021-05-22,03:07:39,B003GK2180,The Hitchhiker's Guide to the Galaxy,0,https://images.amazon.com/images/P/B003GK2180.jpg,1
2021-05-23,11:40:31,B003GK2180,The Hitchhiker's Guide to the Galaxy,0,https://images.amazon.com/images/P/B003GK2180.jpg,1
2021-05-25,20:49:06,B003GK2180,The Hitchhiker's Guide to the Galaxy,16,https://images.amazon.com/images/P/B003GK2180.jpg,37
2021-05-27,15:01:40,B003GK2180,The Hitchhiker's Guide to the Galaxy,143,https://images.amazon.com/images/P/B003GK2180.jpg,227
2021-05-28,03:46:37,B003GK2180,The Hitchhiker's Guide to the Galaxy,0,https://images.amazon.com/images/P/B003GK2180.jpg,5
2021-12-29,21:08:05,B003GK2180,The Hitchhiker's Guide to the Galaxy,0,https://images.amazon.com/images/P/B003GK2180.jpg,22
2024-11-22,17:20:23,B0043M6780,Hyperion (Hyperion Cantos Book 1),17,https://images.amazon.com/images/P/B0043M6780.jpg,21
2024-11-23,21:30:53,B0043M6780,Hyperion (Hyperion Cantos Book 1),60,https://images.amazon.com/images/P/B0043M6780.jpg,48
2024-11-24,21:48:07,B0043M6780,Hyperion (Hyperion Cantos Book 1),26,https://images.amazon.com/images/P/B0043M6780.jpg,23
2024-11-25,00:36:38,B0043M6780,Hyperion (Hyperion Cantos Book 1),138,https://images.amazon.com/images/P/B0043M6780.jpg,134
2024-11-26,22:44:46,B0043M6780,Hyperion (Hyperion Cantos Book 1),32,https://images.amazon.com/images/P/B0043M6780.jpg,23
2024-11-27,08:01:30,B0043M6780,Hyperion (Hyperion Cantos Book 1),67,https://images.amazon.com/images/P/B0043M6780.jpg,52
2024-11-28,21:40:24,B0043M6780,Hyperion (Hyperion Cantos Book 1),64,https://images.amazon.com/images/P/B0043M6780.jpg,43
2024-11-29,22:05:23,B0043M6780,Hyperion (Hyperion Cantos Book 1),63,https://images.amazon.com/images/P/B0043M6780.jpg,31
2024-11-30,00:14:26,B0043M6780,Hyperion (Hyperion Cantos Book 1),180,https://images.amazon.com/images/P/B0043M6780.jpg,153
2024-12-01,10:44:41,B0043M6780,Hyperion (Hyperion Cantos Book 1),63,https://images.amazon.com/images/P/B0043M6780.jpg,52
2024-12-02,00:22:51,B0043M6780,Hyperion (Hyperion Cantos Book 1),32,https://images.amazon.com/images/P/B0043M6780.jpg,42
2024-12-03,00:44:35,B0043M6780,Hyperion (Hyperion Cantos Book 1),92,https://images.amazon.com/images/P/B0043M6780.jpg,83
2024-12-04,22:16:01,B0043M6780,Hyperion (Hyperion Cantos Book 1),35,https://images.amazon.com/images/P/B0043M6780.jpg,35
2024-12-05,01:48:56,B0043M6780,Hyperion (Hyperion Cantos Book 1),96,https://images.amazon.com/images/P/B0043M6780.jpg,84
2024-12-06,21:18:24,B0043M6780,Hyperion (Hyperion Cantos Book 1),82,https://images.amazon.com/images/P/B0043M6780.jpg,57
2024-12-07,20:22:23,B0043M6780,Hyperion (Hyperion Cantos Book 1),112,https://images.amazon.com/images/P/B0043M6780.jpg,149
2024-12-08,00:04:57,B0043M6780,Hyperion (Hyperion Cantos Book 1),67,https://images.amazon.com/images/P/B0043M6780.jpg,59
2025-02-09,16:33:14,B0043M67DA,Endymion,2,https://images.amazon.com/images/P/B0043M67DA.jpg,14
2025-02-21,23:47:40,B0043M67DA,Endymion,0,https://images.amazon.com/images/P/B0043M67DA.jpg,1
2024-12-22,23:36:34,B00486U2RS,Accelerando,23,https://images.amazon.com/images/P/B00486U2RS.jpg,29
2024-12-23,22:56:42,B00486U2RS,Accelerando,24,https://images.amazon.com/images/P/B00486U2RS.jpg,12
2024-12-24,23:06:32,B00486U2RS,Accelerando,42,https://images.amazon.com/images/P/B00486U2RS.jpg,44
2024-12-29,16:06:16,B00486U2RS,Accelerando,103,https://images.amazon.com/images/P/B00486U2RS.jpg,91
2024-12-30,00:03:57,B00486U2RS,Accelerando,1,https://images.amazon.com/images/P/B00486U2RS.jpg,1
2024-12-31,20:31:43,B00486U2RS,Accelerando,108,https://images.amazon.com/images/P/B00486U2RS.jpg,94
2025-01-01,05:56:03,B00486U2RS,Accelerando,114,https://images.amazon.com/images/P/B00486U2RS.jpg,109
2025-01-02,00:56:58,B00486U2RS,Accelerando,64,https://images.amazon.com/images/P/B00486U2RS.jpg,61
2025-01-03,20:27:07,B00486U2RS,Accelerando,6,https://images.amazon.com/images/P/B00486U2RS.jpg,6
2025-01-04,07:08:58,B00486U2RS,Accelerando,108,https://images.amazon.com/images/P/B00486U2RS.jpg,105
2025-01-05,15:48:45,B00486U2RS,Accelerando,219,https://images.amazon.com/images/P/B00486U2RS.jpg,196
2025-01-06,00:27:21,B00486U2RS,Accelerando,102,https://images.amazon.com/images/P/B00486U2RS.jpg,91
2025-01-07,16:35:06,B00486U2RS,Accelerando,67,https://images.amazon.com/images/P/B00486U2RS.jpg,103
2025-01-09,05:44:48,B00486U2RS,Accelerando,86,https://images.amazon.com/images/P/B00486U2RS.jpg,72
2025-01-28,01:01:34,B00486U2RS,Accelerando,0,https://images.amazon.com/images/P/B00486U2RS.jpg,1
2025-02-09,16:21:03,B00486U2RS,Accelerando,0,https://images.amazon.com/images/P/B00486U2RS.jpg,1
2024-12-21,01:49:57,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),0,https://images.amazon.com/images/P/B004JHY6OQ.jpg,1
2024-12-22,11:08:54,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),1,https://images.amazon.com/images/P/B004JHY6OQ.jpg,3
2025-01-12,18:54:25,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),46,https://images.amazon.com/images/P/B004JHY6OQ.jpg,53
2025-01-13,00:42:25,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),0,https://images.amazon.com/images/P/B004JHY6OQ.jpg,1
2025-01-14,21:53:29,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),24,https://images.amazon.com/images/P/B004JHY6OQ.jpg,21
2025-01-15,21:58:40,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),33,https://images.amazon.com/images/P/B004JHY6OQ.jpg,34
2025-01-16,22:53:43,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),14,https://images.amazon.com/images/P/B004JHY6OQ.jpg,18
2025-01-17,23:09:10,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),12,https://images.amazon.com/images/P/B004JHY6OQ.jpg,10
2025-01-18,23:47:36,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),20,https://images.amazon.com/images/P/B004JHY6OQ.jpg,25
2025-01-19,00:08:52,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),33,https://images.amazon.com/images/P/B004JHY6OQ.jpg,28
2025-01-20,21:31:05,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),29,https://images.amazon.com/images/P/B004JHY6OQ.jpg,35
2025-01-21,21:33:42,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),42,https://images.amazon.com/images/P/B004JHY6OQ.jpg,41
2025-01-22,21:31:59,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),48,https://images.amazon.com/images/P/B004JHY6OQ.jpg,58
2025-01-23,02:56:04,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),98,https://images.amazon.com/images/P/B004JHY6OQ.jpg,93
2025-01-24,05:16:38,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),66,https://images.amazon.com/images/P/B004JHY6OQ.jpg,73
2025-01-25,15:21:50,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),52,https://images.amazon.com/images/P/B004JHY6OQ.jpg,41
2025-01-26,22:07:02,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),52,https://images.amazon.com/images/P/B004JHY6OQ.jpg,54
2025-01-27,22:02:28,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),38,https://images.amazon.com/images/P/B004JHY6OQ.jpg,41
2025-01-28,01:01:46,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),82,https://images.amazon.com/images/P/B004JHY6OQ.jpg,98
2025-01-29,21:57:29,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),39,https://images.amazon.com/images/P/B004JHY6OQ.jpg,37
2025-01-30,05:15:04,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),66,https://images.amazon.com/images/P/B004JHY6OQ.jpg,67
2025-01-31,21:43:28,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),33,https://images.amazon.com/images/P/B004JHY6OQ.jpg,30
2025-02-01,14:10:30,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),8,https://images.amazon.com/images/P/B004JHY6OQ.jpg,19
2025-02-02,22:01:23,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),45,https://images.amazon.com/images/P/B004JHY6OQ.jpg,47
2025-02-03,05:50:16,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),81,https://images.amazon.com/images/P/B004JHY6OQ.jpg,79
2025-02-04,21:26:58,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),54,https://images.amazon.com/images/P/B004JHY6OQ.jpg,68
2025-02-05,22:26:04,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),22,https://images.amazon.com/images/P/B004JHY6OQ.jpg,46
2025-02-06,21:04:38,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),50,https://images.amazon.com/images/P/B004JHY6OQ.jpg,45
2025-02-07,22:35:15,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),27,https://images.amazon.com/images/P/B004JHY6OQ.jpg,27
2025-02-08,13:32:39,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),59,https://images.amazon.com/images/P/B004JHY6OQ.jpg,73
2025-02-09,00:20:54,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),61,https://images.amazon.com/images/P/B004JHY6OQ.jpg,61
2025-02-21,23:47:28,B004JHY6OQ,The Fall of Hyperion (Hyperion Cantos Book 2),0,https://images.amazon.com/images/P/B004JHY6OQ.jpg,1
2022-03-01,10:26:31,B004Z0TU0W,How to Read a Book,96,https://images.amazon.com/images/P/B004Z0TU0W.jpg,207
2022-03-02,18:24:11,B004Z0TU0W,How to Read a Book,0,https://images.amazon.com/images/P/B004Z0TU0W.jpg,3
2022-03-03,08:23:36,B004Z0TU0W,How to Read a Book,0,https://images.amazon.com/images/P/B004Z0TU0W.jpg,3
2022-04-03,09:54:02,B00590YMHI,Dune Messiah,33,https://images.amazon.com/images/P/B00590YMHI.jpg,61
2022-04-04,21:29:23,B00590YMHI,Dune Messiah,20,https://images.amazon.com/images/P/B00590YMHI.jpg,27
2022-04-05,20:52:58,B00590YMHI,Dune Messiah,28,https://images.amazon.com/images/P/B00590YMHI.jpg,48
2022-04-06,15:12:10,B00590YMHI,Dune Messiah,52,https://images.amazon.com/images/P/B00590YMHI.jpg,97
2022-04-07,10:12:37,B00590YMHI,Dune Messiah,0,https://images.amazon.com/images/P/B00590YMHI.jpg,3
2023-09-03,20:49:41,B00590YMHI,Dune Messiah,1,https://images.amazon.com/images/P/B00590YMHI.jpg,7
2023-09-16,14:13:53,B00590YMHI,Dune Messiah,1,https://images.amazon.com/images/P/B00590YMHI.jpg,3
2023-09-19,22:58:14,B00590YMHI,Dune Messiah,0,https://images.amazon.com/images/P/B00590YMHI.jpg,1
2023-09-22,20:28:45,B00590YMHI,Dune Messiah,0,https://images.amazon.com/images/P/B00590YMHI.jpg,1
2021-04-19,20:12:42,B005FVNIW6,Ender's Game,50,https://images.amazon.com/images/P/B005FVNIW6.jpg,104
2021-04-20,20:45:33,B005FVNIW6,Ender's Game,37,https://images.amazon.com/images/P/B005FVNIW6.jpg,42
2021-04-21,01:21:23,B005FVNIW6,Ender's Game,0,https://images.amazon.com/images/P/B005FVNIW6.jpg,3
2021-04-23,07:18:30,B005FVNIW6,Ender's Game,316,https://images.amazon.com/images/P/B005FVNIW6.jpg,376
2021-04-24,07:29:45,B005FVNIW6,Ender's Game,40,https://images.amazon.com/images/P/B005FVNIW6.jpg,26
2021-04-26,07:06:46,B005FVNIW6,Ender's Game,110,https://images.amazon.com/images/P/B005FVNIW6.jpg,164
2021-04-30,21:36:57,B005FVNIW6,Ender's Game,33,https://images.amazon.com/images/P/B005FVNIW6.jpg,68
2021-05-01,05:26:20,B005FVNIW6,Ender's Game,37,https://images.amazon.com/images/P/B005FVNIW6.jpg,53
2021-05-02,10:20:12,B005FVNIW6,Ender's Game,143,https://images.amazon.com/images/P/B005FVNIW6.jpg,186
2024-10-10,20:24:32,B005FVNIW6,Ender's Game,0,https://images.amazon.com/images/P/B005FVNIW6.jpg,1
2021-05-04,16:48:48,B005IYNQAY,Speaker for the Dead,23,https://images.amazon.com/images/P/B005IYNQAY.jpg,65
2021-05-05,13:25:22,B005IYNQAY,Speaker for the Dead,59,https://images.amazon.com/images/P/B005IYNQAY.jpg,86
2021-05-07,23:42:31,B005IYNQAY,Speaker for the Dead,26,https://images.amazon.com/images/P/B005IYNQAY.jpg,44
2021-05-08,22:15:09,B005IYNQAY,Speaker for the Dead,12,https://images.amazon.com/images/P/B005IYNQAY.jpg,14
2021-05-09,21:58:31,B005IYNQAY,Speaker for the Dead,26,https://images.amazon.com/images/P/B005IYNQAY.jpg,46
2021-05-10,06:28:51,B005IYNQAY,Speaker for the Dead,79,https://images.amazon.com/images/P/B005IYNQAY.jpg,126
2021-05-11,19:19:04,B005IYNQAY,Speaker for the Dead,83,https://images.amazon.com/images/P/B005IYNQAY.jpg,82
2021-05-12,07:30:35,B005IYNQAY,Speaker for the Dead,324,https://images.amazon.com/images/P/B005IYNQAY.jpg,393
2021-05-13,06:43:11,B005IYNQAY,Speaker for the Dead,155,https://images.amazon.com/images/P/B005IYNQAY.jpg,171
2021-05-14,15:02:15,B005IYNQAY,Speaker for the Dead,57,https://images.amazon.com/images/P/B005IYNQAY.jpg,53
2023-10-08,08:41:51,B005LCYR7Y,11.22.63,114,https://images.amazon.com/images/P/B005LCYR7Y.jpg,112
2023-10-09,19:18:08,B005LCYR7Y,11.22.63,35,https://images.amazon.com/images/P/B005LCYR7Y.jpg,21
2023-10-10,20:43:30,B005LCYR7Y,11.22.63,30,https://images.amazon.com/images/P/B005LCYR7Y.jpg,54
2023-10-11,15:15:12,B005LCYR7Y,11.22.63,1,https://images.amazon.com/images/P/B005LCYR7Y.jpg,2
2023-10-13,21:37:52,B005LCYR7Y,11.22.63,16,https://images.amazon.com/images/P/B005LCYR7Y.jpg,19
2023-10-14,21:33:24,B005LCYR7Y,11.22.63,24,https://images.amazon.com/images/P/B005LCYR7Y.jpg,9
2023-10-15,21:25:12,B005LCYR7Y,11.22.63,29,https://images.amazon.com/images/P/B005LCYR7Y.jpg,73
2023-10-16,06:25:37,B005LCYR7Y,11.22.63,0,https://images.amazon.com/images/P/B005LCYR7Y.jpg,1
2023-10-18,21:05:24,B005LCYR7Y,11.22.63,29,https://images.amazon.com/images/P/B005LCYR7Y.jpg,48
2023-10-19,21:10:51,B005LCYR7Y,11.22.63,25,https://images.amazon.com/images/P/B005LCYR7Y.jpg,27
2023-10-21,05:11:04,B005LCYR7Y,11.22.63,14,https://images.amazon.com/images/P/B005LCYR7Y.jpg,11
2023-10-23,21:24:13,B005LCYR7Y,11.22.63,30,https://images.amazon.com/images/P/B005LCYR7Y.jpg,58
2023-10-24,21:47:04,B005LCYR7Y,11.22.63,20,https://images.amazon.com/images/P/B005LCYR7Y.jpg,20
2023-10-25,06:46:04,B005LCYR7Y,11.22.63,68,https://images.amazon.com/images/P/B005LCYR7Y.jpg,91
2023-10-27,20:51:53,B005LCYR7Y,11.22.63,39,https://images.amazon.com/images/P/B005LCYR7Y.jpg,37
2023-10-28,21:03:47,B005LCYR7Y,11.22.63,23,https://images.amazon.com/images/P/B005LCYR7Y.jpg,56
2023-10-29,04:04:38,B005LCYR7Y,11.22.63,77,https://images.amazon.com/images/P/B005LCYR7Y.jpg,76
2023-10-30,03:18:25,B005LCYR7Y,11.22.63,33,https://images.amazon.com/images/P/B005LCYR7Y.jpg,46
