date,start_time,asin,book_name,total_reading_minutes,image,number_of_page_flips
2023-10-31,20:05:09,B005LCYR7Y,11.22.63,89,https://images.amazon.com/images/P/B005LCYR7Y.jpg,112
2023-11-01,21:41:21,B005LCYR7Y,11.22.63,35,https://images.amazon.com/images/P/B005LCYR7Y.jpg,47
2023-11-02,20:28:17,B005LCYR7Y,11.22.63,39,https://images.amazon.com/images/P/B005LCYR7Y.jpg,40
2023-11-03,21:18:13,B005LCYR7Y,11.22.63,52,https://images.amazon.com/images/P/B005LCYR7Y.jpg,43
2023-11-04,22:00:51,B005LCYR7Y,11.22.63,21,https://images.amazon.com/images/P/B005LCYR7Y.jpg,21
2023-11-05,05:28:24,B005LCYR7Y,11.22.63,105,https://images.amazon.com/images/P/B005LCYR7Y.jpg,85
2023-11-06,21:23:27,B005LCYR7Y,11.22.63,41,https://images.amazon.com/images/P/B005LCYR7Y.jpg,57
2023-11-07,20:33:10,B005LCYR7Y,11.22.63,77,https://images.amazon.com/images/P/B005LCYR7Y.jpg,78
2023-11-09,21:09:50,B005LCYR7Y,11.22.63,19,https://images.amazon.com/images/P/B005LCYR7Y.jpg,17
2023-11-10,21:10:59,B005LCYR7Y,11.22.63,74,https://images.amazon.com/images/P/B005LCYR7Y.jpg,57
2023-11-11,22:13:50,B005LCYR7Y,11.22.63,49,https://images.amazon.com/images/P/B005LCYR7Y.jpg,57
2023-11-12,22:36:34,B005LCYR7Y,11.22.63,18,https://images.amazon.com/images/P/B005LCYR7Y.jpg,11
2023-11-15,22:10:38,B005LCYR7Y,11.22.63,22,https://images.amazon.com/images/P/B005LCYR7Y.jpg,38
2023-11-17,22:27:25,B005LCYR7Y,11.22.63,12,https://images.amazon.com/images/P/B005LCYR7Y.jpg,12
2023-11-19,20:21:10,B005LCYR7Y,11.22.63,44,https://images.amazon.com/images/P/B005LCYR7Y.jpg,66
2023-11-21,00:39:45,B005LCYR7Y,11.22.63,39,https://images.amazon.com/images/P/B005LCYR7Y.jpg,51
2023-11-22,21:55:43,B005LCYR7Y,11.22.63,10,https://images.amazon.com/images/P/B005LCYR7Y.jpg,1
2023-11-23,22:12:06,B005LCYR7Y,11.22.63,27,https://images.amazon.com/images/P/B005LCYR7Y.jpg,26
2023-11-24,23:20:13,B005LCYR7Y,11.22.63,17,https://images.amazon.com/images/P/B005LCYR7Y.jpg,30
2023-11-25,07:55:08,B005LCYR7Y,11.22.63,82,https://images.amazon.com/images/P/B005LCYR7Y.jpg,72
2023-11-26,08:12:00,B005LCYR7Y,11.22.63,72,https://images.amazon.com/images/P/B005LCYR7Y.jpg,58
2023-11-27,15:10:13,B005LCYR7Y,11.22.63,111,https://images.amazon.com/images/P/B005LCYR7Y.jpg,177
2023-11-28,21:53:18,B005LCYR7Y,11.22.63,47,https://images.amazon.com/images/P/B005LCYR7Y.jpg,39
2023-11-29,17:14:00,B005LCYR7Y,11.22.63,77,https://images.amazon.com/images/P/B005LCYR7Y.jpg,78
2023-11-30,00:12:59,B005LCYR7Y,11.22.63,91,https://images.amazon.com/images/P/B005LCYR7Y.jpg,96
2023-12-01,23:15:42,B005LCYR7Y,11.22.63,46,https://images.amazon.com/images/P/B005LCYR7Y.jpg,40
2023-12-02,23:54:47,B005LCYR7Y,11.22.63,32,https://images.amazon.com/images/P/B005LCYR7Y.jpg,26
2023-12-03,08:17:23,B005LCYR7Y,11.22.63,65,https://images.amazon.com/images/P/B005LCYR7Y.jpg,64
2024-01-09,20:37:59,B005LCYR7Y,11.22.63,0,https://images.amazon.com/images/P/B005LCYR7Y.jpg,1
2024-05-25,13:10:39,B005LCYR7Y,11.22.63,0,https://images.amazon.com/images/P/B005LCYR7Y.jpg,1
2024-10-10,20:24:23,B005LCYR7Y,11.22.63,0,https://images.amazon.com/images/P/B005LCYR7Y.jpg,1
2024-11-10,20:53:12,B007HLIUN4,Why Nations Fail,43,https://images.amazon.com/images/P/B007HLIUN4.jpg,69
2024-11-11,22:28:56,B007HLIUN4,Why Nations Fail,29,https://images.amazon.com/images/P/B007HLIUN4.jpg,34
2024-11-12,20:46:35,B007HLIUN4,Why Nations Fail,93,https://images.amazon.com/images/P/B007HLIUN4.jpg,136
2024-11-13,22:03:10,B007HLIUN4,Why Nations Fail,48,https://images.amazon.com/images/P/B007HLIUN4.jpg,41
2024-11-14,22:02:41,B007HLIUN4,Why Nations Fail,80,https://images.amazon.com/images/P/B007HLIUN4.jpg,82
2024-11-15,08:25:11,B007HLIUN4,Why Nations Fail,86,https://images.amazon.com/images/P/B007HLIUN4.jpg,102
2024-11-16,21:46:11,B007HLIUN4,Why Nations Fail,67,https://images.amazon.com/images/P/B007HLIUN4.jpg,84
2024-11-17,21:24:18,B007HLIUN4,Why Nations Fail,114,https://images.amazon.com/images/P/B007HLIUN4.jpg,103
2024-11-18,13:15:08,B007HLIUN4,Why Nations Fail,178,https://images.amazon.com/images/P/B007HLIUN4.jpg,128
2024-11-19,23:01:29,B007HLIUN4,Why Nations Fail,25,https://images.amazon.com/images/P/B007HLIUN4.jpg,20
2024-11-20,21:14:38,B007HLIUN4,Why Nations Fail,73,https://images.amazon.com/images/P/B007HLIUN4.jpg,74
2024-11-21,07:43:52,B007HLIUN4,Why Nations Fail,90,https://images.amazon.com/images/P/B007HLIUN4.jpg,105
2024-11-22,13:03:07,B007HLIUN4,Why Nations Fail,21,https://images.amazon.com/images/P/B007HLIUN4.jpg,40
2023-09-10,20:14:29,B008TVFXMM,Flatland,5,https://images.amazon.com/images/P/B008TVFXMM.jpg,4
2023-09-11,15:01:12,B008TVFXMM,Flatland,28,https://images.amazon.com/images/P/B008TVFXMM.jpg,34
2023-09-12,20:21:30,B008TVFXMM,Flatland,21,https://images.amazon.com/images/P/B008TVFXMM.jpg,20
2023-09-14,20:18:09,B008TVFXMM,Flatland,33,https://images.amazon.com/images/P/B008TVFXMM.jpg,33
2023-09-15,20:08:29,B008TVFXMM,Flatland,40,https://images.amazon.com/images/P/B008TVFXMM.jpg,50
2023-09-16,21:13:45,B008TVFXMM,Flatland,13,https://images.amazon.com/images/P/B008TVFXMM.jpg,18
2023-09-17,03:15:58,B008TVFXMM,Flatland,126,https://images.amazon.com/images/P/B008TVFXMM.jpg,136
2024-01-09,20:38:17,B008TVFXMM,Flatland,0,https://images.amazon.com/images/P/B008TVFXMM.jpg,1
2024-02-12,00:02:40,B008TVFXMM,Flatland,0,https://images.amazon.com/images/P/B008TVFXMM.jpg,2
2024-05-27,20:25:06,B008TVFXMM,Flatland,4,https://images.amazon.com/images/P/B008TVFXMM.jpg,12
2023-12-13,21:47:26,B00GIUG3ES,Red Rising,29,https://images.amazon.com/images/P/B00GIUG3ES.jpg,47
2023-12-14,22:27:19,B00GIUG3ES,Red Rising,19,https://images.amazon.com/images/P/B00GIUG3ES.jpg,13
2023-12-22,23:10:00,B00GIUG3ES,Red Rising,20,https://images.amazon.com/images/P/B00GIUG3ES.jpg,29
2023-12-23,22:59:11,B00GIUG3ES,Red Rising,23,https://images.amazon.com/images/P/B00GIUG3ES.jpg,18
2023-12-24,23:43:06,B00GIUG3ES,Red Rising,18,https://images.amazon.com/images/P/B00GIUG3ES.jpg,12
2023-12-26,02:42:59,B00GIUG3ES,Red Rising,21,https://images.amazon.com/images/P/B00GIUG3ES.jpg,8
2023-12-27,22:34:52,B00GIUG3ES,Red Rising,29,https://images.amazon.com/images/P/B00GIUG3ES.jpg,36
2023-12-28,15:52:37,B00GIUG3ES,Red Rising,62,https://images.amazon.com/images/P/B00GIUG3ES.jpg,54
2023-12-29,01:07:19,B00GIUG3ES,Red Rising,60,https://images.amazon.com/images/P/B00GIUG3ES.jpg,57
2023-12-30,20:59:36,B00GIUG3ES,Red Rising,74,https://images.amazon.com/images/P/B00GIUG3ES.jpg,57
2023-12-31,02:01:01,B00GIUG3ES,Red Rising,71,https://images.amazon.com/images/P/B00GIUG3ES.jpg,28
2024-01-02,02:11:05,B00GIUG3ES,Red Rising,49,https://images.amazon.com/images/P/B00GIUG3ES.jpg,41
2024-01-03,20:49:20,B00GIUG3ES,Red Rising,243,https://images.amazon.com/images/P/B00GIUG3ES.jpg,129
2024-01-04,01:48:17,B00GIUG3ES,Red Rising,0,https://images.amazon.com/images/P/B00GIUG3ES.jpg,1
2024-01-05,00:53:24,B00GIUG3ES,Red Rising,502,https://images.amazon.com/images/P/B00GIUG3ES.jpg,280
2024-01-09,20:37:48,B00GIUG3ES,Red Rising,0,https://images.amazon.com/images/P/B00GIUG3ES.jpg,1
2024-01-16,01:02:34,B00GIUG3ES,Red Rising,0,https://images.amazon.com/images/P/B00GIUG3ES.jpg,1
2024-01-24,22:18:48,B00GIUG3ES,Red Rising,0,https://images.amazon.com/images/P/B00GIUG3ES.jpg,1
2024-12-05,22:46:00,B00GIUG3ES,Red Rising,0,https://images.amazon.com/images/P/B00GIUG3ES.jpg,1
2021-12-31,22:20:59,B00K7ED54M,Sapiens,0,https://images.amazon.com/images/P/B00K7ED54M.jpg,11
2022-01-03,19:47:06,B00K7ED54M,Sapiens,1,https://images.amazon.com/images/P/B00K7ED54M.jpg,5
2022-01-25,21:21:31,B00K7ED54M,Sapiens,60,https://images.amazon.com/images/P/B00K7ED54M.jpg,87
2022-01-26,06:21:54,B00K7ED54M,Sapiens,102,https://images.amazon.com/images/P/B00K7ED54M.jpg,113
2022-01-28,20:29:05,B00K7ED54M,Sapiens,38,https://images.amazon.com/images/P/B00K7ED54M.jpg,48
2022-01-29,12:40:40,B00K7ED54M,Sapiens,87,https://images.amazon.com/images/P/B00K7ED54M.jpg,67
2022-01-31,21:17:08,B00K7ED54M,Sapiens,19,https://images.amazon.com/images/P/B00K7ED54M.jpg,19
2022-02-01,10:44:02,B00K7ED54M,Sapiens,79,https://images.amazon.com/images/P/B00K7ED54M.jpg,96
2022-02-02,07:27:50,B00K7ED54M,Sapiens,19,https://images.amazon.com/images/P/B00K7ED54M.jpg,21
2022-02-04,22:06:14,B00K7ED54M,Sapiens,15,https://images.amazon.com/images/P/B00K7ED54M.jpg,20
2022-02-05,12:52:49,B00K7ED54M,Sapiens,0,https://images.amazon.com/images/P/B00K7ED54M.jpg,7
2022-02-10,20:45:49,B00K7ED54M,Sapiens,29,https://images.amazon.com/images/P/B00K7ED54M.jpg,36
2022-02-12,16:18:41,B00K7ED54M,Sapiens,24,https://images.amazon.com/images/P/B00K7ED54M.jpg,46
2022-02-14,14:59:08,B00K7ED54M,Sapiens,57,https://images.amazon.com/images/P/B00K7ED54M.jpg,59
2022-02-15,22:23:32,B00K7ED54M,Sapiens,26,https://images.amazon.com/images/P/B00K7ED54M.jpg,78
2022-02-17,22:10:46,B00K7ED54M,Sapiens,25,https://images.amazon.com/images/P/B00K7ED54M.jpg,25
2022-02-18,22:06:38,B00K7ED54M,Sapiens,20,https://images.amazon.com/images/P/B00K7ED54M.jpg,52
2022-02-21,00:53:29,B00K7ED54M,Sapiens,49,https://images.amazon.com/images/P/B00K7ED54M.jpg,54
2022-02-23,21:42:46,B00K7ED54M,Sapiens,36,https://images.amazon.com/images/P/B00K7ED54M.jpg,66
2022-02-24,22:52:50,B00K7ED54M,Sapiens,20,https://images.amazon.com/images/P/B00K7ED54M.jpg,19
2022-02-25,22:50:02,B00K7ED54M,Sapiens,39,https://images.amazon.com/images/P/B00K7ED54M.jpg,33
2022-02-26,12:27:30,B00K7ED54M,Sapiens,58,https://images.amazon.com/images/P/B00K7ED54M.jpg,90
2022-02-27,14:30:01,B00K7ED54M,Sapiens,39,https://images.amazon.com/images/P/B00K7ED54M.jpg,42
2022-03-01,00:01:14,B00K7ED54M,Sapiens,93,https://images.amazon.com/images/P/B00K7ED54M.jpg,237
2024-01-06,02:09:49,B00N9AVETO,Golden Son,156,https://images.amazon.com/images/P/B00N9AVETO.jpg,118
2024-01-07,05:58:24,B00N9AVETO,Golden Son,261,https://images.amazon.com/images/P/B00N9AVETO.jpg,198
2024-01-08,00:13:24,B00N9AVETO,Golden Son,92,https://images.amazon.com/images/P/B00N9AVETO.jpg,88
2024-01-09,20:37:29,B00N9AVETO,Golden Son,16,https://images.amazon.com/images/P/B00N9AVETO.jpg,22
2024-01-10,23:36:02,B00N9AVETO,Golden Son,44,https://images.amazon.com/images/P/B00N9AVETO.jpg,37
2024-01-11,19:11:15,B00N9AVETO,Golden Son,1,https://images.amazon.com/images/P/B00N9AVETO.jpg,5
2024-01-12,00:27:58,B00N9AVETO,Golden Son,124,https://images.amazon.com/images/P/B00N9AVETO.jpg,125
2024-01-13,16:20:09,B00N9AVETO,Golden Son,87,https://images.amazon.com/images/P/B00N9AVETO.jpg,61
2024-01-14,09:08:51,B00N9AVETO,Golden Son,121,https://images.amazon.com/images/P/B00N9AVETO.jpg,92
2024-01-15,00:24:37,B00N9AVETO,Golden Son,128,https://images.amazon.com/images/P/B00N9AVETO.jpg,112
2024-01-16,01:01:53,B00N9AVETO,Golden Son,0,https://images.amazon.com/images/P/B00N9AVETO.jpg,2
2024-01-24,22:19:07,B00N9AVETO,Golden Son,0,https://images.amazon.com/images/P/B00N9AVETO.jpg,1
2024-01-16,01:06:25,B00X61MXTG,Morning Star,131,https://images.amazon.com/images/P/B00X61MXTG.jpg,124
2024-01-17,21:49:51,B00X61MXTG,Morning Star,79,https://images.amazon.com/images/P/B00X61MXTG.jpg,54
2024-01-18,17:49:10,B00X61MXTG,Morning Star,168,https://images.amazon.com/images/P/B00X61MXTG.jpg,139
2024-01-19,20:58:31,B00X61MXTG,Morning Star,91,https://images.amazon.com/images/P/B00X61MXTG.jpg,99
2024-01-20,21:10:31,B00X61MXTG,Morning Star,60,https://images.amazon.com/images/P/B00X61MXTG.jpg,55
2024-01-21,07:06:56,B00X61MXTG,Morning Star,0,https://images.amazon.com/images/P/B00X61MXTG.jpg,9
2024-01-22,10:38:56,B00X61MXTG,Morning Star,29,https://images.amazon.com/images/P/B00X61MXTG.jpg,23
2024-01-23,23:17:02,B00X61MXTG,Morning Star,28,https://images.amazon.com/images/P/B00X61MXTG.jpg,22
2024-01-24,20:22:25,B00X61MXTG,Morning Star,115,https://images.amazon.com/images/P/B00X61MXTG.jpg,93
2024-01-27,22:54:00,B00X61MXTG,Morning Star,19,https://images.amazon.com/images/P/B00X61MXTG.jpg,14
2024-01-30,22:29:17,B00X61MXTG,Morning Star,17,https://images.amazon.com/images/P/B00X61MXTG.jpg,27
2024-01-31,08:15:38,B00X61MXTG,Morning Star,104,https://images.amazon.com/images/P/B00X61MXTG.jpg,73
2024-02-01,07:44:19,B00X61MXTG,Morning Star,40,https://images.amazon.com/images/P/B00X61MXTG.jpg,33
2024-02-04,00:29:16,B00X61MXTG,Morning Star,91,https://images.amazon.com/images/P/B00X61MXTG.jpg,83
2024-02-05,22:16:55,B00X61MXTG,Morning Star,37,https://images.amazon.com/images/P/B00X61MXTG.jpg,31
2024-02-06,23:04:22,B00X61MXTG,Morning Star,19,https://images.amazon.com/images/P/B00X61MXTG.jpg,18
2024-02-10,22:40:03,B00X61MXTG,Morning Star,74,https://images.amazon.com/images/P/B00X61MXTG.jpg,52
2024-02-11,08:03:12,B00X61MXTG,Morning Star,44,https://images.amazon.com/images/P/B00X61MXTG.jpg,30
2024-02-12,22:39:43,B00X61MXTG,Morning Star,0,https://images.amazon.com/images/P/B00X61MXTG.jpg,9
2022-03-29,14:29:53,B00Y16BEM2,Prisoners of Geography,91,https://images.amazon.com/images/P/B00Y16BEM2.jpg,106
2022-03-30,21:45:56,B00Y16BEM2,Prisoners of Geography,17,https://images.amazon.com/images/P/B00Y16BEM2.jpg,28
2022-04-02,16:19:03,B00Y16BEM2,Prisoners of Geography,122,https://images.amazon.com/images/P/B00Y16BEM2.jpg,124
2022-04-03,10:41:48,B00Y16BEM2,Prisoners of Geography,52,https://images.amazon.com/images/P/B00Y16BEM2.jpg,59
2022-04-05,21:21:15,B00Y16BEM2,Prisoners of Geography,43,https://images.amazon.com/images/P/B00Y16BEM2.jpg,27
2022-04-06,13:38:38,B00Y16BEM2,Prisoners of Geography,134,https://images.amazon.com/images/P/B00Y16BEM2.jpg,176
2022-04-07,06:07:53,B00Y16BEM2,Prisoners of Geography,121,https://images.amazon.com/images/P/B00Y16BEM2.jpg,168
2022-04-08,14:09:39,B00Y16BEM2,Prisoners of Geography,0,https://images.amazon.com/images/P/B00Y16BEM2.jpg,1
2022-04-09,22:07:29,B00Y16BEM2,Prisoners of Geography,13,https://images.amazon.com/images/P/B00Y16BEM2.jpg,29
2022-04-10,21:52:43,B00Y16BEM2,Prisoners of Geography,9,https://images.amazon.com/images/P/B00Y16BEM2.jpg,5
2022-04-11,10:05:53,B00Y16BEM2,Prisoners of Geography,0,https://images.amazon.com/images/P/B00Y16BEM2.jpg,2
2022-04-13,22:42:16,B00Y16BEM2,Prisoners of Geography,38,https://images.amazon.com/images/P/B00Y16BEM2.jpg,22
2022-04-14,00:29:02,B00Y16BEM2,Prisoners of Geography,10,https://images.amazon.com/images/P/B00Y16BEM2.jpg,33
2022-04-15,22:06:43,B00Y16BEM2,Prisoners of Geography,26,https://images.amazon.com/images/P/B00Y16BEM2.jpg,25
2022-04-16,06:26:41,B00Y16BEM2,Prisoners of Geography,38,https://images.amazon.com/images/P/B00Y16BEM2.jpg,31
2022-04-20,10:08:56,B00Y16BEM2,Prisoners of Geography,0,https://images.amazon.com/images/P/B00Y16BEM2.jpg,4
2022-04-21,17:01:19,B00Y16BEM2,Prisoners of Geography,10,https://images.amazon.com/images/P/B00Y16BEM2.jpg,1
2022-05-10,20:52:22,B00Y16BEM2,Prisoners of Geography,0,https://images.amazon.com/images/P/B00Y16BEM2.jpg,5
2022-08-20,17:35:15,B00Y16BEM2,Prisoners of Geography,0,https://images.amazon.com/images/P/B00Y16BEM2.jpg,1
2022-01-03,19:50:02,B012UTQ6CY,Seven Brief Lessons on Physics,79,https://images.amazon.com/images/P/B012UTQ6CY.jpg,121
2022-03-03,08:24:13,B019CGXTP0,Homo Deus,105,https://images.amazon.com/images/P/B019CGXTP0.jpg,275
2022-03-05,11:42:43,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2022-03-08,14:45:19,B019CGXTP0,Homo Deus,6,https://images.amazon.com/images/P/B019CGXTP0.jpg,24
2022-03-09,13:59:15,B019CGXTP0,Homo Deus,27,https://images.amazon.com/images/P/B019CGXTP0.jpg,28
2022-03-10,13:33:08,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,1
2022-03-11,15:48:20,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2022-03-14,13:17:29,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,3
2022-03-15,21:41:05,B019CGXTP0,Homo Deus,5,https://images.amazon.com/images/P/B019CGXTP0.jpg,4
2022-04-03,11:35:19,B019CGXTP0,Homo Deus,10,https://images.amazon.com/images/P/B019CGXTP0.jpg,13
2022-05-10,20:55:01,B019CGXTP0,Homo Deus,25,https://images.amazon.com/images/P/B019CGXTP0.jpg,35
2022-05-12,20:43:55,B019CGXTP0,Homo Deus,11,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2023-03-26,23:06:11,B019CGXTP0,Homo Deus,20,https://images.amazon.com/images/P/B019CGXTP0.jpg,34
2023-03-27,07:16:22,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,5
2023-03-29,21:18:41,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,4
2023-10-07,21:27:29,B019CGXTP0,Homo Deus,18,https://images.amazon.com/images/P/B019CGXTP0.jpg,20
2023-10-08,07:06:28,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2023-12-04,23:54:34,B019CGXTP0,Homo Deus,17,https://images.amazon.com/images/P/B019CGXTP0.jpg,27
2023-12-06,21:26:00,B019CGXTP0,Homo Deus,33,https://images.amazon.com/images/P/B019CGXTP0.jpg,37
2023-12-07,21:12:58,B019CGXTP0,Homo Deus,24,https://images.amazon.com/images/P/B019CGXTP0.jpg,18
2023-12-08,23:08:40,B019CGXTP0,Homo Deus,23,https://images.amazon.com/images/P/B019CGXTP0.jpg,50
2023-12-10,16:26:18,B019CGXTP0,Homo Deus,15,https://images.amazon.com/images/P/B019CGXTP0.jpg,11
2023-12-11,22:16:09,B019CGXTP0,Homo Deus,1,https://images.amazon.com/images/P/B019CGXTP0.jpg,8
2023-12-13,07:35:02,B019CGXTP0,Homo Deus,10,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2024-02-12,23:18:00,B019CGXTP0,Homo Deus,11,https://images.amazon.com/images/P/B019CGXTP0.jpg,18
2024-02-13,08:37:04,B019CGXTP0,Homo Deus,0,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2024-02-23,22:03:19,B019CGXTP0,Homo Deus,34,https://images.amazon.com/images/P/B019CGXTP0.jpg,24
2024-02-24,09:14:16,B019CGXTP0,Homo Deus,41,https://images.amazon.com/images/P/B019CGXTP0.jpg,35
2024-03-18,21:51:37,B019CGXTP0,Homo Deus,54,https://images.amazon.com/images/P/B019CGXTP0.jpg,39
2024-03-23,21:45:57,B019CGXTP0,Homo Deus,33,https://images.amazon.com/images/P/B019CGXTP0.jpg,44
2024-03-24,10:40:16,B019CGXTP0,Homo Deus,11,https://images.amazon.com/images/P/B019CGXTP0.jpg,1
2024-03-28,21:49:29,B019CGXTP0,Homo Deus,1,https://images.amazon.com/images/P/B019CGXTP0.jpg,2
2024-04-06,14:42:28,B019CGXTP0,Homo Deus,38,https://images.amazon.com/images/P/B019CGXTP0.jpg,32
2024-04-10,21:20:24,B019CGXTP0,Homo Deus,30,https://images.amazon.com/images/P/B019CGXTP0.jpg,30
2024-04-21,19:40:17,B019CGXTP0,Homo Deus,26,https://images.amazon.com/images/P/B019CGXTP0.jpg,28
2024-04-22,21:06:56,B019CGXTP0,Homo Deus,27,https://images.amazon.com/images/P/B019CGXTP0.jpg,41
2024-04-24,01:31:01,B019CGXTP0,Homo Deus,12,https://images.amazon.com/images/P/B019CGXTP0.jpg,9
2024-04-25,21:33:01,B019CGXTP0,Homo Deus,26,https://images.amazon.com/images/P/B019CGXTP0.jpg,18
2024-04-26,00:31:19,B019CGXTP0,Homo Deus,47,https://images.amazon.com/images/P/B019CGXTP0.jpg,37
2024-04-28,17:26:13,B019CGXTP0,Homo Deus,139,https://images.amazon.com/images/P/B019CGXTP0.jpg,105
2024-04-30,21:50:42,B019CGXTP0,Homo Deus,26,https://images.amazon.com/images/P/B019CGXTP0.jpg,56
2024-05-01,20:51:45,B019CGXTP0,Homo Deus,32,https://images.amazon.com/images/P/B019CGXTP0.jpg,22
2024-05-03,22:30:07,B019CGXTP0,Homo Deus,12,https://images.amazon.com/images/P/B019CGXTP0.jpg,10
2024-05-04,21:44:12,B019CGXTP0,Homo Deus,21,https://images.amazon.com/images/P/B019CGXTP0.jpg,16
2024-05-06,17:19:35,B019CGXTP0,Homo Deus,37,https://images.amazon.com/images/P/B019CGXTP0.jpg,26
2024-05-07,21:46:00,B019CGXTP0,Homo Deus,19,https://images.amazon.com/images/P/B019CGXTP0.jpg,16
2024-05-08,20:15:55,B019CGXTP0,Homo Deus,21,https://images.amazon.com/images/P/B019CGXTP0.jpg,39
2023-09-23,20:58:24,B01BKS2X0K,Neuromancer,3,https://images.amazon.com/images/P/B01BKS2X0K.jpg,4
2023-09-25,21:55:59,B01BKS2X0K,Neuromancer,12,https://images.amazon.com/images/P/B01BKS2X0K.jpg,1
2023-09-26,21:31:15,B01BKS2X0K,Neuromancer,17,https://images.amazon.com/images/P/B01BKS2X0K.jpg,25
2023-09-27,20:26:51,B01BKS2X0K,Neuromancer,9,https://images.amazon.com/images/P/B01BKS2X0K.jpg,9
2023-09-28,21:32:00,B01BKS2X0K,Neuromancer,3,https://images.amazon.com/images/P/B01BKS2X0K.jpg,1
2023-09-30,15:27:59,B01BKS2X0K,Neuromancer,0,https://images.amazon.com/images/P/B01BKS2X0K.jpg,1
2023-10-01,17:20:06,B01BKS2X0K,Neuromancer,26,https://images.amazon.com/images/P/B01BKS2X0K.jpg,37
2023-10-02,07:01:38,B01BKS2X0K,Neuromancer,0,https://images.amazon.com/images/P/B01BKS2X0K.jpg,2
2023-10-07,19:00:39,B01BKS2X0K,Neuromancer,0,https://images.amazon.com/images/P/B01BKS2X0K.jpg,2
2025-02-21,23:47:51,B01BKS2X0K,Neuromancer,0,https://images.amazon.com/images/P/B01BKS2X0K.jpg,1
2025-02-22,23:24:50,B01BKS2X0K,Neuromancer,13,https://images.amazon.com/images/P/B01BKS2X0K.jpg,35
2025-02-23,21:19:25,B01BKS2X0K,Neuromancer,38,https://images.amazon.com/images/P/B01BKS2X0K.jpg,46
2025-02-24,21:08:07,B01BKS2X0K,Neuromancer,58,https://images.amazon.com/images/P/B01BKS2X0K.jpg,64
2025-02-25,21:56:41,B01BKS2X0K,Neuromancer,23,https://images.amazon.com/images/P/B01BKS2X0K.jpg,20
2025-02-26,20:43:26,B01BKS2X0K,Neuromancer,56,https://images.amazon.com/images/P/B01BKS2X0K.jpg,75
2025-02-27,20:57:19,B01BKS2X0K,Neuromancer,60,https://images.amazon.com/images/P/B01BKS2X0K.jpg,66
2025-02-28,22:59:57,B01BKS2X0K,Neuromancer,17,https://images.amazon.com/images/P/B01BKS2X0K.jpg,21
2025-03-01,22:32:51,B01BKS2X0K,Neuromancer,35,https://images.amazon.com/images/P/B01BKS2X0K.jpg,46
2025-03-02,09:35:13,B01BKS2X0K,Neuromancer,70,https://images.amazon.com/images/P/B01BKS2X0K.jpg,84
2025-03-03,21:50:53,B01BKS2X0K,Neuromancer,27,https://images.amazon.com/images/P/B01BKS2X0K.jpg,41
2025-03-04,22:50:40,B01BKS2X0K,Neuromancer,16,https://images.amazon.com/images/P/B01BKS2X0K.jpg,16
2025-03-05,21:37:55,B01BKS2X0K,Neuromancer,52,https://images.amazon.com/images/P/B01BKS2X0K.jpg,56
2025-03-06,00:11:29,B01BKS2X0K,Neuromancer,39,https://images.amazon.com/images/P/B01BKS2X0K.jpg,37
